,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Title-Tokens,Author-Tokens,Publisher-Tokens
11148,0312857063,"Stone of Tears (Sword of Truth, Book 2)",terry goodkind,1995,Tor Books,"['stone', 'tear', 'sword', 'truth', 'book', '2']","['terry', 'goodkind']",['tor']
11149,0312857055,"Wizard's First Rule (Sword of Truth, Book 1)",terry goodkind,1994,Tor Books,"['wizard', 'first', 'rule', 'sword', 'truth', 'book', '1']","['terry', 'goodkind']",['tor']
11150,0312890540,"Soul of the Fire (Sword of Truth, Book 5)",terry goodkind,1999,Tor Books,"['soul', 'fire', 'sword', 'truth', 'book', '5']","['terry', 'goodkind']",['tor']
11151,0812506898,The Phoenix Guards (Phoenix Guards),steven brust,1992,Tor Books,"['phoenix', 'guard', 'phoenix', 'guard']","['steven', 'brust']",['tor']
11152,1573240397,Uppity Women of Medieval Times,vicki leon,1997,Conari Press,"['uppity', 'woman', 'medieval', 'time']","['vicki', 'leon']",['conari']
11153,0931580536,Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country,peter mcwilliams,1993,Mary Book / Prelude Pr,"['aint', 'nobody', 'business', 'absurdity', 'consensual', 'crime', 'free', 'country']","['peter', 'mcwilliams']","['mary', 'book', 'prelude', 'pr']"
11154,0812565495,Moonlight and Vines (Newford),charles de lint,1999,Tor Fantasy,"['moonlight', 'vine', 'newford']","['charles', 'de', 'lint']","['tor', 'fantasy']"
11155,0439098645,Aquamarine,alice hoffman,2002,Scholastic,['aquamarine'],"['alice', 'hoffman']",['scholastic']
11156,0395137195,Bronze Bow,elizabeth george speare,1997,Houghton Mifflin Company,"['bronze', 'bow']","['elizabeth', 'george', 'speare']","['houghton', 'mifflin', 'company']"
11157,0439324599,Cut,patricia mccormick,2002,Push,['cut'],"['patricia', 'mccormick']",['push']
11158,0312255012,A Prayer for the Dying,stewart onan,2000,Picador,"['prayer', 'dying']","['stewart', 'onan']",['picador']
11159,0061094048,Imperfect Strangers,stuart woods,1995,HarperTorch,"['imperfect', 'stranger']","['stuart', 'woods']",['harpertorch']
11160,1551660253,Thrill Of Victory,sandra brown,1995,Mira,"['thrill', 'victory']","['sandra', 'brown']",['mira']
11161,0689848935,Give a Boy a Gun,todd strasser,2002,Simon Pulse,"['give', 'boy', 'gun']","['todd', 'strasser']","['simon', 'pulse']"
11162,0449210820,Woman on the Edge of Time,marge piercy,1990,Fawcett Books,"['woman', 'edge', 'time']","['marge', 'piercy']",['fawcett']
11163,0330269828,Vintage Stuff,tom sharpe,1997,Pan Publishing,"['vintage', 'stuff']","['tom', 'sharpe']",['pan']
11164,1573225053,Desolation Angels,jack kerouac,1995,Riverhead Books,"['desolation', 'angel']","['jack', 'kerouac']",['riverhead']
11165,0440227704,Many Waters (Laurel Leaf Books),madeleine lengle,1991,Laurel-Leaf Books,"['many', 'water', 'laurel', 'leaf', 'book']","['madeleine', 'lengle']",['laurelleaf']
11166,0679753834,The Risk Pool (Vintage Contemporaries),richard russo,1994,Vintage,"['risk', 'pool', 'vintage', 'contemporary']","['richard', 'russo']",['vintage']
11167,1853260991,Kim,rudyard kipling,1999,Lb May & Assoc Inc,['kim'],"['rudyard', 'kipling']","['lb', 'may', 'assoc', 'inc']"
11168,0345427025,The Flamingo Rising (Ballantine Reader's Circle),larry baker,1998,Ballantine Books,"['flamingo', 'rising', 'ballantine', 'reader', 'circle']","['larry', 'baker']",['ballantine']
11169,0140621393,Journey to the Centre of the Earth (Penguin Popular Classics),jules verne,1994,Penguin Books Ltd,"['journey', 'centre', 'earth', 'penguin', 'popular', 'classic']","['jules', 'verne']","['penguin', 'ltd']"
11170,3423202777,Der kleine Hobbit.,john ronald reuel tolkien,1999,Dtv,"['der', 'kleine', 'hobbit']","['john', 'ronald', 'reuel', 'tolkien']",['dtv']
11171,0879518642,The Dice Man,luke rhinehart,1998,Overlook Press,"['dice', 'man']","['luke', 'rhinehart']",['overlook']
11172,0671024612,Revenge (L.a. Connections),jackie collins,1998,Pocket,"['revenge', 'l', 'connection']","['jackie', 'collins']",['pocket']
11173,0671024590,Obsession (L.a. Connections),jackie collins,1998,Pocket,"['obsession', 'l', 'connection']","['jackie', 'collins']",['pocket']
11174,0671024582,Power (L.a. Connections),jackie collins,1998,Pocket Books,"['power', 'l', 'connection']","['jackie', 'collins']",['pocket']
11175,0440409233,The Haymeadow,gary paulsen,1994,Yearling Books,['haymeadow'],"['gary', 'paulsen']",['yearling']
11176,0380710870,Muggie Maggie (Cleary Reissue),beverly cleary,1990,HarperTrophy,"['muggie', 'maggie', 'cleary', 'reissue']","['beverly', 'cleary']",['harpertrophy']
11177,0590457217,Searching for Dragons (Peanut Butter and Jelly),patricia c wrede,1992,Point Fantasy,"['searching', 'dragon', 'peanut', 'butter', 'jelly']","['patricia', 'c', 'wrede']","['point', 'fantasy']"
11178,0425101339,The Tracker,tom brown,1996,Berkley Publishing Group,['tracker'],"['tom', 'brown']","['berkley', 'group']"
11179,0140013997,My Family and Other Animals.,gerald malcolm durrell,1977,Penguin Books,"['family', 'animal']","['gerald', 'malcolm', 'durrell']",['penguin']
11180,0061099252,Family Pictures,sue miller,1991,HarperTorch,"['family', 'picture']","['sue', 'miller']",['harpertorch']
11181,0310228638,"If You Want to Walk on Water, You've Got to Get Out of the Boat",john ortberg,2001,Zondervan Publishing Company,"['want', 'walk', 'water', 'youve', 'got', 'get', 'boat']","['john', 'ortberg']","['zondervan', 'company']"
11182,0375505997,The Truth Is... My Life in Love and Music,melissa etheridge,2001,Villard Books,"['truth', 'life', 'love', 'music']","['melissa', 'etheridge']",['villard']
11183,0385246641,Love and Marriage,bill cosby,1989,Bantam Dell Pub Group,"['love', 'marriage']","['bill', 'cosby']","['bantam', 'dell', 'pub', 'group']"
11184,0786010924,All the Way Home,wendy corsi staub,2000,Pinnacle Books,"['way', 'home']","['wendy', 'corsi', 'staub']",['pinnacle']
11185,031226772X,Sellevision : A Novel,augusten burroughs,2000,St. Martin's Griffin,"['sellevision', 'novel']","['augusten', 'burroughs']","['st', 'martin', 'griffin']"
11186,0553273825,Notes to Myself,hugh prather,1983,Bantam Books,['note'],"['hugh', 'prather']",['bantam']
11187,0440211468,Fortune Is a Woman,elizabeth adler,1993,Dell,"['fortune', 'woman']","['elizabeth', 'adler']",['dell']
11188,074323748X,The Moment She Was Gone : A Novel,evan hunter,2002,Simon & Schuster,"['moment', 'gone', 'novel']","['evan', 'hunter']","['simon', 'schuster']"
11189,0345371135,Quincunx,charles palliser,1991,Ballantine Books,['quincunx'],"['charles', 'palliser']",['ballantine']
11190,0385260083,The Robber Bride,margaret atwood,1993,Doubleday Books,"['robber', 'bride']","['margaret', 'atwood']",['doubleday']
11191,1569472041,Adrian Mole: The Cappuccino Years,sue townsend,2000,Soho Press,"['adrian', 'mole', 'cappuccino', 'year']","['sue', 'townsend']",['soho']
11192,0812511069,Destiny's Road,larry niven,1998,Tor Science Fiction,"['destiny', 'road']","['larry', 'niven']","['tor', 'science', 'fiction']"
11193,0553577239,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",lynn flewelling,2001,Spectra Books,"['bone', 'doll', 'twin', 'tamir', 'trilogy', 'book', '1']","['lynn', 'flewelling']",['spectrum']
11194,0375724400,When We Were Orphans (Vintage International (Paperback)),kazuo ishiguro,2001,Vintage Books USA,"['orphan', 'vintage', 'international']","['kazuo', 'ishiguro']","['vintage', 'usa']"
11195,3499227304,Ausweitung der Kampfzone.,michel houellebecq,2000,Rowohlt Tb.,"['ausweitung', 'der', 'kampfzone']","['michel', 'houellebecq']","['rowohlt', 'tb']"
11196,3492238696,Balzac und die kleine chinesische Schneiderin.,dai sijie,2003,Piper,"['balzac', 'und', 'die', 'kleine', 'chinesische', 'schneiderin']","['dai', 'sijie']",['piper']
11197,0060161582,The Lost Continent: Travels in Small Town America,bill bryson,1989,Harpercollins,"['lost', 'continent', 'travel', 'small', 'town', 'america']","['bill', 'bryson']",['harpercollins']
11198,0064408337,Joey Pigza Swallowed the Key (Joey Pigza Books (Paperback)),jack gantos,2000,HarperTrophy,"['joey', 'pigza', 'swallowed', 'key', 'joey', 'pigza', 'book']","['jack', 'gantos']",['harpertrophy']
11199,0373710615,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",debra salonen,2002,Harlequin,"['wonder', 'never', 'cease', 'count', 'cop', 'harlequin', 'superromance', '1061']","['debra', 'salonen']",['harlequin']
11200,0449227944,"Asylum (Blackstone Chronicles, No 6)",john saul,1997,Fawcett,"['asylum', 'blackstone', 'chronicle', '6']","['john', 'saul']",['fawcett']
11201,0446609250,Swear by the Moon,shirlee busbee,2001,Warner Books,"['swear', 'moon']","['shirlee', 'busbee']",['warner']
11202,349802972X,Zonenkinder.,jana hensel,2002,"Rowohlt, Reinbek",['zonenkinder'],"['jana', 'hensel']","['rowohlt', 'reinbek']"
11203,0441007465,Neuromancer (Ace Science Fiction),william gibson,2000,Ace Books,"['neuromancer', 'ace', 'science', 'fiction']","['william', 'gibson']",['ace']
11204,0060926430,A People's History of the United States: 1492-Present,howard zinn,1995,Perennial,"['people', 'history', 'united', 'state', '1492present']","['howard', 'zinn']",['perennial']
11205,0060176733,The Distinguished Guest,sue miller,1995,Harpercollins,"['distinguished', 'guest']","['sue', 'miller']",['harpercollins']
11206,0440221854,Tapestry of Spies,stephen hunter,1997,Dell Publishing Company,"['tapestry', 'spy']","['stephen', 'hunter']","['dell', 'company']"
11207,0812564618,Vulcan's Forge (Philip Mercer),jack b du brul,1999,Forge Books,"['vulcan', 'forge', 'philip', 'mercer']","['jack', 'b', 'du', 'brul']",['forge']
11208,0786888482,Social Crimes : A Novel,jane stanton hitchcock,2003,Miramax,"['social', 'crime', 'novel']","['jane', 'stanton', 'hitchcock']",['miramax']
11209,8423307247,Las Ratas,miguel delibes,2003,Planeta Pub Corp,"['la', 'ratas']","['miguel', 'delibes']","['planeta', 'pub', 'corp']"
11210,0425140318,Private Pleasures,lawrence sanders,1994,Berkley Publishing Group,"['private', 'pleasure']","['lawrence', 'sanders']","['berkley', 'group']"
11211,076111937X,Amazing Gracie,dan dye,2000,Workman Publishing,"['amazing', 'gracie']","['dan', 'dye']",['workman']
11212,0880386126,Azure Bonds (Forgotten Realms Novel),jeff grubb,1988,Wizards of the Coast,"['azure', 'bond', 'forgotten', 'realm', 'novel']","['jeff', 'grubb']","['wizard', 'coast']"
11213,0399133194,Lightning,dean r koontz,1988,Putnam Pub Group,['lightning'],"['dean', 'r', 'koontz']","['putnam', 'pub', 'group']"
11214,0553100742,Critical Judgment,michael palmer,1996,Bantam,"['critical', 'judgment']","['michael', 'palmer']",['bantam']
11215,0060191813,Orchid Beach,stuart woods,1998,Harpercollins,"['orchid', 'beach']","['stuart', 'woods']",['harpercollins']
11216,0895264544,Unlimited Access: An FBI Agent Inside the Clinton White House,gary warren aldrich,1996,Regnery Publishing,"['unlimited', 'access', 'fbi', 'agent', 'inside', 'clinton', 'white', 'house']","['gary', 'warren', 'aldrich']",['regnery']
11217,0060561661,Three Nights...,debra mullins,2004,Avon,"['three', 'night']","['debra', 'mullins']",['avon']
11218,155166710X,A Summer Affair,susan wiggs,2003,Mira,"['summer', 'affair']","['susan', 'wiggs']",['mira']
11219,0684822776,The Riders,tim winton,1996,Scribner,['rider'],"['tim', 'winton']",['scribner']
11220,1401039081,Killer Asylum,david r williams,2002,Xlibris Corporation,"['killer', 'asylum']","['david', 'r', 'williams']","['xlibris', 'corporation']"
11221,039913932X,Undue Influence,steven paul martini,1994,Putnam Pub Group,"['undue', 'influence']","['steven', 'paul', 'martini']","['putnam', 'pub', 'group']"
11222,0684859718,Deadly Decisions,kathy reichs,2000,Scribner,"['deadly', 'decision']","['kathy', 'reichs']",['scribner']
11223,0061000760,The Snow Falcon,craig thomas,1990,Harper Mass Market Paperbacks (Mm),"['snow', 'falcon']","['craig', 'thomas']","['harper', 'mass', 'market', 'mm']"
11224,0345412885,The Truth Machine,james l halperin,1997,Del Rey Books,"['truth', 'machine']","['james', 'l', 'halperin']","['del', 'rey']"
11225,0440220734,"Area 51 (Area 51, Book 1)",robert doherty,1997,Dell,"['area', '51', 'area', '51', 'book', '1']","['robert', 'doherty']",['dell']
11226,3492121527,In Search of (German),hauptman,1998,Piper Verlag GmbH,"['search', 'german']",['hauptman'],"['piper', 'verlag', 'gmbh']"
11227,349960440X,Wie ein Vogel im Aquarium. Aus dem Leben eines Managers.,daniel goeudevert,1998,Rowohlt Tb.,"['wie', 'ein', 'vogel', 'im', 'aquarium', 'au', 'dem', 'leben', 'eines', 'manager']","['daniel', 'goeudevert']","['rowohlt', 'tb']"
11228,3423128399,Die Entdeckung der Currywurst.,uwe timm,2000,Dtv,"['die', 'entdeckung', 'der', 'currywurst']","['uwe', 'timm']",['dtv']
11229,3499226375,Mondscheintarif,ildiko von kurthy,2001,Rowohlt Taschenbuch Verlag GmbH,['mondscheintarif'],"['ildiko', 'von', 'kurthy']","['rowohlt', 'taschenbuch', 'verlag', 'gmbh']"
11230,3426609061,House Of God.,samuel shem,1998,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.","['house', 'god']","['samuel', 'shem']","['droemersche', 'verlagsanstalt', 'th', 'knaur', 'nachf', 'gmbh', 'co']"
11231,8804470895,Mese Con Montalbano,andrea camilleri,1999,Mondadori Italian,"['mese', 'con', 'montalbano']","['andrea', 'camilleri']","['mondadori', 'italian']"
11232,0684804212,MOSES SUPPOSES,ellen currie,1995,Scribner Paper Fiction,"['moses', 'supposes']","['ellen', 'currie']","['scribner', 'paper', 'fiction']"
11233,0060002077,A Gentleman's Honor,stephanie laurens,2003,Avon Books,"['gentleman', 'honor']","['stephanie', 'laurens']",['avon']
11234,0740718576,What'S The Number For 911 Again?,leland gregory,2001,Andrews McMeel Publishing,"['whats', 'number', '911']","['leland', 'gregory']","['andrew', 'mcmeel']"
11235,0451407318,The Stalking of Kristin: A Father Investigates the Murder of His Daughter,george jr lardner,1997,Onyx Books,"['stalking', 'kristin', 'father', 'investigates', 'murder', 'daughter']","['george', 'jr', 'lardner']",['onyx']
11236,1573223557,I Wish Someone Were Waiting for Me Somewhere,anna gavalda,2003,Riverhead Books,"['wish', 'someone', 'waiting', 'somewhere']","['anna', 'gavalda']",['riverhead']
11237,0811214982,The Red Notebook: True Stories,paul auster,2002,New Directions Publishing Corporation,"['red', 'notebook', 'true', 'story']","['paul', 'auster']","['new', 'direction', 'corporation']"
11238,0316158461,The Archivist : A Novel,martha cooley,1999,Back Bay Books,"['archivist', 'novel']","['martha', 'cooley']","['back', 'bay']"
11239,0451453573,Eric (Discworld Novels (Paperback)),terry pratchett,1995,Roc,"['eric', 'discworld', 'novel']","['terry', 'pratchett']",['roc']
11240,0061020656,Pyramids (Discworld Novels (Paperback)),terry pratchett,2001,HarperTorch,"['pyramid', 'discworld', 'novel']","['terry', 'pratchett']",['harpertorch']
11241,0345447980,Planet of the Apes,pierre boulle,2001,Del Rey Books,"['planet', 'ape']","['pierre', 'boulle']","['del', 'rey']"
11242,038547802X,Rants,dennis miller,1997,Main Street Books,['rant'],"['dennis', 'miller']","['main', 'street']"
11243,0060162945,Do Penguins Have Knees?: An Imponderables Book,david feldman,1991,Harpercollins,"['penguin', 'knee', 'imponderable', 'book']","['david', 'feldman']",['harpercollins']
11244,0525945253,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,dan savage,1999,Dutton Books,"['kid', 'happened', 'boyfriend', 'decided', 'go', 'get', 'pregnant', 'adoption', 'story']","['dan', 'savage']",['dutton']
11245,0380974061,Breach of Duty: A J.P. Beaumont Mystery,ja jance,1999,William Morrow,"['breach', 'duty', 'j', 'p', 'beaumont', 'mystery']","['ja', 'jance']","['william', 'morrow']"
11246,0446671517,The Caveman's Valentine,george dawes green,1995,Warner Books,"['caveman', 'valentine']","['george', 'dawes', 'green']",['warner']
11247,0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)),faye kellerman,1997,Avon,"['prayer', 'dead', 'peter', 'deckerrina', 'lazarus', 'novel', 'peter', 'decker', 'rina', 'lazarus', 'novel']","['faye', 'kellerman']",['avon']
11248,0312969139,The Hanging Garden,ian rankin,1999,St. Martin's Minotaur,"['hanging', 'garden']","['ian', 'rankin']","['st', 'martin', 'minotaur']"
11249,0312264127,The White Bone,barbara gowdy,2000,Picador USA,"['white', 'bone']","['barbara', 'gowdy']","['picador', 'usa']"
11250,0151005672,The Telling,ursula k le guin,2000,Harcourt,['telling'],"['ursula', 'k', 'le', 'guin']",['harcourt']
11251,0380792494,Devil's Claw,ja jance,2001,Avon,"['devil', 'claw']","['ja', 'jance']",['avon']
11252,0449227898,"Day of Reckoning: The Stereoscope (Blackstone Chronicles, Part 5)",john saul,1997,Fawcett Books,"['day', 'reckoning', 'stereoscope', 'blackstone', 'chronicle', 'part', '5']","['john', 'saul']",['fawcett']
11253,044922788X,"In the Shadow of Evil: The Handkerchief (The Blackstone Chronicles , No 4)",john saul,1997,Fawcett Books,"['shadow', 'evil', 'handkerchief', 'blackstone', 'chronicle', '4']","['john', 'saul']",['fawcett']
11254,0449227863,"Ashes to Ashes: The Dragon's Flame (Blackstone Chronicles, Part 3)",john saul,1997,Fawcett Books,"['ash', 'ash', 'dragon', 'flame', 'blackstone', 'chronicle', 'part', '3']","['john', 'saul']",['fawcett']
11255,0449227847,"Twist of Fate: The Locket (The Blackstone Chronicles, No 2)",john saul,1997,Fawcett Books,"['twist', 'fate', 'locket', 'blackstone', 'chronicle', '2']","['john', 'saul']",['fawcett']
11256,0345389220,Murder in the Place of Anubis (Lord Meren Mysteries (Paperback)),lynda s robinson,1995,Fawcett Books,"['murder', 'place', 'anubis', 'lord', 'meren', 'mystery']","['lynda', 's', 'robinson']",['fawcett']
11257,1551668769,With A Southern Touch,diana palmer,2002,Mira,"['southern', 'touch']","['diana', 'palmer']",['mira']
11258,0786861363,Knee Deep in Paradise,brett butler,1996,Hyperion Books,"['knee', 'deep', 'paradise']","['brett', 'butler']",['hyperion']
11259,0553801198,Dream Country,luanne rice,2001,Bantam Books,"['dream', 'country']","['luanne', 'rice']",['bantam']
11260,0312277032,Rainlight,alison mcghee,2001,Picador USA,['rainlight'],"['alison', 'mcghee']","['picador', 'usa']"
11261,0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements",james f md balch,1996,Avery Publishing Group,"['prescription', 'nutritional', 'healing', 'practical', 'az', 'reference', 'drugfree', 'remedy', 'using', 'vitamin', 'mineral', 'herb', 'food', 'supplement']","['james', 'f', 'md', 'balch']","['avery', 'group']"
11262,0140266259,The Luckiest Girl in the World,steven levenkron,1998,Penguin Books,"['luckiest', 'girl', 'world']","['steven', 'levenkron']",['penguin']
11263,0062500872,The Goddess in the Office : A Personal Energy Guide for the Spiritual Warrior at Work,zsuzsanna e budapest,1993,HarperSanFrancisco,"['goddess', 'office', 'personal', 'energy', 'guide', 'spiritual', 'warrior', 'work']","['zsuzsanna', 'e', 'budapest']",['harpersanfrancisco']
11264,0425165299,At Risk,alice hoffman,1998,Berkley Publishing Group,['risk'],"['alice', 'hoffman']","['berkley', 'group']"
11265,045120915X,Rain Fall,barry eisler,2003,Signet Book,"['rain', 'fall']","['barry', 'eisler']","['signet', 'book']"
11266,0757300286,Chicken Soup for the Canadian Soul : Stories to Inspire and Uplift the Hearts of Canadians (Chicken Soup for the Soul),raymond aaron,2002,Health Communications,"['chicken', 'soup', 'canadian', 'soul', 'story', 'inspire', 'uplift', 'heart', 'canadian', 'chicken', 'soup', 'soul']","['raymond', 'aaron']","['health', 'communication']"
11267,0060562250,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events),lemony snicket,2003,HarperTrophy,"['series', 'unfortunate', 'event', 'lemony', 'snicket', 'unauthorized', 'autobiography', 'series', 'unfortunate', 'event']","['lemony', 'snicket']",['harpertrophy']
11268,0345348699,"The One Tree (The Second Chronicles of Thomas Covenant, Book 2)",stephen r donaldson,1993,Del Rey Books,"['one', 'tree', 'second', 'chronicle', 'thomas', 'covenant', 'book', '2']","['stephen', 'r', 'donaldson']","['del', 'rey']"
11269,0670032565,"The Waste Lands (The Dark Tower, Book 3)",stephen king,2003,Viking Books,"['waste', 'land', 'dark', 'tower', 'book', '3']","['stephen', 'king']",['viking']
11270,0684853906,TERMS OF ENDEARMENT : A Novel,larry mcmurtry,1999,Simon & Schuster,"['term', 'endearment', 'novel']","['larry', 'mcmurtry']","['simon', 'schuster']"
11271,0609610996,The Mammoth Hunters,jean m auel,2001,Crown,"['mammoth', 'hunter']","['jean', 'm', 'auel']",['crown']
11272,0316815837,These Granite Islands,sarah stonich,2001,Little Brown and Company,"['granite', 'island']","['sarah', 'stonich']","['little', 'brown', 'company']"
11273,0441006108,"Mattimeo (Redwall, Book 3)",brian jacques,1999,Ace Books,"['mattimeo', 'redwall', 'book', '3']","['brian', 'jacques']",['ace']
11274,0440416795,Harriet the Spy,louise fitzhugh,2001,Yearling Books,"['harriet', 'spy']","['louise', 'fitzhugh']",['yearling']
11275,0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,el konigsburg,1977,Yearling Books,"['mixedup', 'file', 'mr', 'basil', 'e', 'frankweiler']","['el', 'konigsburg']",['yearling']
11276,0152047379,The Borrowers,mary norton,2003,Odyssey Classics,['borrower'],"['mary', 'norton']","['odyssey', 'classic']"
11277,0141301120,Charlie and the Great Glass Elevator (Puffin Novels),roald dahl,1998,Puffin Books,"['charlie', 'great', 'glass', 'elevator', 'puffin', 'novel']","['roald', 'dahl']",['puffin']
11278,0345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",stephen r donaldson,1984,Del Rey Books,"['lord', 'foul', 'bane', 'chronicle', 'thomas', 'covenant', 'unbeliever', 'book', '1']","['stephen', 'r', 'donaldson']","['del', 'rey']"
11279,0060928514,Lying on the Couch : A Novel,irvin d yalom,1997,Perennial,"['lying', 'couch', 'novel']","['irvin', 'd', 'yalom']",['perennial']
11280,0743247752,Something Rising (Light and Swift) : A Novel,haven kimmel,2004,Free Press,"['something', 'rising', 'light', 'swift', 'novel']","['haven', 'kimmel']",['free']
11281,0375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,jeandominique bauby,1997,Knopf,"['diving', 'bell', 'butterfly', 'memoir', 'life', 'death']","['jeandominique', 'bauby']",['knopf']
11282,0061020397,Carpe Jugulum (Discworld Novels (Paperback)),terry pratchett,2000,HarperTorch,"['carpe', 'jugulum', 'discworld', 'novel']","['terry', 'pratchett']",['harpertorch']
11283,0425146812,Second Nature,alice hoffman,1995,Berkley Publishing Group,"['second', 'nature']","['alice', 'hoffman']","['berkley', 'group']"
11284,0451125509,The Other Woman,joy fielding,1993,Signet Book,['woman'],"['joy', 'fielding']","['signet', 'book']"
11285,0385336454,Presumption of Death,perri oshaughnessy,2003,Delacorte Press,"['presumption', 'death']","['perri', 'oshaughnessy']",['delacorte']
11286,0062517864,The Monk Downstairs : A Novel,tim farrington,2003,HarperSanFrancisco,"['monk', 'downstairs', 'novel']","['tim', 'farrington']",['harpersanfrancisco']
11287,0380731983,When I Fall in Love,iris r dart,1999,Avon,"['fall', 'love']","['iris', 'r', 'dart']",['avon']
11288,0449215237,Elusive Mrs. Pollifax,dorothy gilman,1988,Fawcett Books,"['elusive', 'mr', 'pollifax']","['dorothy', 'gilman']",['fawcett']
11289,0764227173,The Covenant (Abram's Daughters),beverly lewis,2002,Bethany House Publishers,"['covenant', 'abrams', 'daughter']","['beverly', 'lewis']","['bethany', 'house', 'publisher']"
11290,0684836270,EXQUISITE CORPSE,poppy z brite,1997,Touchstone,"['exquisite', 'corpse']","['poppy', 'z', 'brite']",['touchstone']
11291,0375503862,Hens Dancing,raffaella barker,2001,Random House Trade,"['hen', 'dancing']","['raffaella', 'barker']","['random', 'house', 'trade']"
11292,0804104530,The Greenlanders,jane smiley,1989,Ivy Books,['greenlanders'],"['jane', 'smiley']",['ivy']
11293,0446611727,Some Girls Do,leanne banks,2003,Warner Forever,['girl'],"['leanne', 'banks']","['warner', 'forever']"
11294,0590404008,Hundred Dresses,eleanor estes,1974,Scholastic Inc,"['hundred', 'dress']","['eleanor', 'estes']","['scholastic', 'inc']"
11295,0061099279,King's Oak,anne rivers siddons,1991,HarperTorch,"['king', 'oak']","['anne', 'rivers', 'siddons']",['harpertorch']
11296,0812524012,Finn Mac Cool,morgan llywelyn,1995,Tor Books (Mm),"['finn', 'mac', 'cool']","['morgan', 'llywelyn']","['tor', 'mm']"
11297,0060937262,Imajica : Featuring New Illustrations and an Appendix,clive barker,2002,Perennial,"['imajica', 'featuring', 'new', 'illustration', 'appendix']","['clive', 'barker']",['perennial']
11298,0515125024,Die Trying,lee child,1999,Jove Books,"['die', 'trying']","['lee', 'child']",['jove']
11299,0843945508,Bite (Love Spell),richard laymon,1999,Leisure Books,"['bite', 'love', 'spell']","['richard', 'laymon']",['leisure']
11300,0385423586,Women of Sand and Myrrh,hanna alshaykh,1992,Anchor,"['woman', 'sand', 'myrrh']","['hanna', 'alshaykh']",['anchor']
11301,0345383230,Photographing Fairies,steve szilagyi,1993,Ballantine Books,"['photographing', 'fairy']","['steve', 'szilagyi']",['ballantine']
11302,0684848155,UNDERWORLD: A NOVEL,don delillo,1998,Scribner,"['underworld', 'novel']","['don', 'delillo']",['scribner']
11303,0380709147,Henry and Beezus (Cleary Reissue),beverly cleary,1990,HarperTrophy,"['henry', 'beezus', 'cleary', 'reissue']","['beverly', 'cleary']",['harpertrophy']
11304,055356823X,Amanda,kay hooper,1996,Bantam,['amanda'],"['kay', 'hooper']",['bantam']
11305,0553560271,Shadows,john saul,1993,Bantam Books,['shadow'],"['john', 'saul']",['bantam']
11306,0380724596,Coffee Will Make You Black,april sinclair,1995,Perennial,"['coffee', 'make', 'black']","['april', 'sinclair']",['perennial']
11307,037550219X,Dave Barry Hits Below the Beltway: A Vicious and Unprovoked Attack on Our Most Cherished Political Institutions,dave barry,2001,Random House,"['dave', 'barry', 'hit', 'beltway', 'vicious', 'unprovoked', 'attack', 'cherished', 'political', 'institution']","['dave', 'barry']","['random', 'house']"
11308,0525944885,The Songcatcher: A Ballad Novel,sharyn mccrumb,2001,Dutton Books,"['songcatcher', 'ballad', 'novel']","['sharyn', 'mccrumb']",['dutton']
11309,0743242203,The Boy on the Bus : A Novel,deborah schupack,2003,Free Press,"['boy', 'bus', 'novel']","['deborah', 'schupack']",['free']
11310,0865471185,West With the Night,beryl markham,1983,North Point Press,"['west', 'night']","['beryl', 'markham']","['north', 'point']"
11311,0425127923,Sleeping With the Enemy,nancy price,1993,Berkley Pub Group,"['sleeping', 'enemy']","['nancy', 'price']","['berkley', 'pub', 'group']"
11312,0684841363,IN THE MEANTIME : Finding Yourself and the Love You Want,iyanla vanzant,1998,Simon & Schuster,"['meantime', 'finding', 'love', 'want']","['iyanla', 'vanzant']","['simon', 'schuster']"
11313,0451162331,Sourcery (Discworld Novels (Paperback)),terry pratchett,1989,New Amer Library,"['sourcery', 'discworld', 'novel']","['terry', 'pratchett']","['new', 'amer', 'library']"
11314,0679753796,"Dance, Dance, Dance: A Novel",haruki murakami,1995,Vintage Books USA,"['dance', 'dance', 'dance', 'novel']","['haruki', 'murakami']","['vintage', 'usa']"
11315,0060172916,High Tide in Tucson: Essays from Now or Never,barbara kingsolver,1995,HarperCollins Publishers,"['high', 'tide', 'tucson', 'essay', 'never']","['barbara', 'kingsolver']","['harpercollins', 'publisher']"
