ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0749309423,the silence of the lambs,thomas harris,1991,Mandarin
0751501999,stark,ben elton,1989,Warner Books
1861976127,eats shoots and leaves the zero tolerance approach to punctuation,lynne truss,2004,Profile Books Ltd
0140045295,sometimes a great notion,ken kesey,1988,Penguin Books
1565122178,big fish  a novel of mythic proportions,daniel wallace,1998,Algonquin Books of Chapel Hill
3453162935,sie,stephen king,1999,Heyne
0140031499,picnic at hanging rock,joan lindsay,1977,Penguin USA
0836214439,dave barrys book of bad songs,dave barry,1997,Andrews McMeel Pub
0749336021,the joy luck club,amy tan,1994,Minerva
0749931116,hot property,zoe barnes,1999,Judy Piatkus Publishers Ltd
0261103288,the hobbit,jrr tolkien,1995,HarperCollins
034546673X,a christmas journey,anne perry,2003,Ballantine Books
0345350472,blade runner do androids dream of electric sheep,philip k dick,1990,Del Rey Books
0440995779,the witch of blackbird pond laurel leaf books,elizabeth george speare,1978,Laure Leaf
0590483498,night of the living dummy ii  goosebumps no 31,rl stine,1995,Scholastic
0312251947,naked came the phoenix a serial novel,marcia talley,2001,St. Martin's Minotaur
0395363179,house,tracy kidder,1985,Houghton Mifflin
0140179372,a match to the heartone womans story of being struck by lightning,gretel ehrlich,1995,Penguin Books
0451458273,archangel protocol,lyda morehouse,2001,Roc
0425183130,the african quest archaeological mystery,lyn hamilton,2002,Berkley Publishing Group
0812521390,the black company  the first novel of the black company chronicles of the black company,glen cook,1992,Tor Fantasy
0380979020,paladin of souls a novel,lois mcmaster bujold,2003,Eos
0812533453,mother of storms,john barnes,1995,Tor Books
0425194612,the ghost and mrs mcclure prime crime mysteries,alice kimberly,2004,Berkley Publishing Group
0756401224,joust,mercedes lackey,2003,Daw Books
0553270184,destiny,sally beauman,1988,Bantam Books
0441023592,another fine myth,robert asprin,1984,Ace Books
0716733870,why people believe weird things pseudoscience superstition and other confusions of our time,michael shermer,1998,W H Freeman & Co.
0671894412,all the presidents men,carl bernstein,1994,Simon & Schuster
0671578146,chicks n chained males,esther friesner,1999,Baen Books
0553118358,dragonsinger,anne mccaffrey,1978,Bantam Books
0451410602,deaths door,michael slade,2002,Onyx Books
0671745093,the eternal enemy,christopher pike,1993,Simon Pulse
0373708173,heart of christmas harlequin superromance 817,tara taylor quinn,1998,Harlequin
0064470687,weetzie bat,francesca lia block,1991,HarperTrophy
0449206874,one fine day the rabbi bought a cross,harry kemelman,1990,Fawcett Books
0804115621,weighed in the balance william monk novels ,anne perry,1997,Ivy Books
0671578057,werehunter,mercedes lackey,1999,Baen
0590567357,dont let me die,lindsay caldwell,1998,Scholastic
0812502973,the coelura,anne mccaffrey,1989,Tor Books
0671319639,change of command the topselling heris serrano and esmay suiza series,elizabeth moon,2000,Baen
0671877445,cetaganda bujold lois mcmaster vorkosigan adventure,lois mcmaster bujold,1996,Baen
067165604X,ethan of athos,lois mcmaster bujold,1986,Baen Books
1550810510,random passage,bernice morgan,1992,Breakwater Books Ltd
0553568922,conquerors pride the conquerors saga book one,timothy zahn,1994,Bantam
0373707118,mr family family man harlequin superromance no 711,margot early,1996,Harlequin
0373258151,tantalizing  blaze harlequin temptation 715,lori foster,1998,Harlequin
0451197658,strangewood,christopher golden,1999,Signet Book
0143012738,the corner garden,lesley krueger,2003,Penguin Books Canada
0886773555,catfantastic,andre norton,1989,Daw Books
044023462X,the heir hunter,chris larsgaard,2001,Dell Publishing Company
0671016784,gravity a,tess gerritsen,1999,Atria
1892065053,the gumshoe the witch and the virtual corpse,keith hartman,1999,Meisha Merlin Publishing
0886777399,blood debt daw book collectors,tanya huff,1997,Daw Books
0886775825,blood pact daw book collectors,tanya huff,1997,Daw Books
0886775302,blood lines daw book collectors,tanya huff,1993,Daw Books
157866005X,cats letters to santa,bill adler,2004,Galahad
0380798271,commitment hour,james alan gardner,1998,Eos
0380792923,signal to noise,eric s nylund,1999,Eos
0425157989,blood will tell,dana stabenow,1997,Berkley Publishing Group
0425172597,hunters moon prime crime mysteries,dana stabenow,1999,Berkley Publishing Group
044652560X,wheelers,ian stewart,2000,Warner Books
0330300822,songlines,bruce chatwin,0,Pan Books Ltd
0747240752,outcast,josephine cox,2001,Trafalgar Square
1853260916,to the lighthouse,virginia woolf,1999,Lb May & Assoc Inc
014034019X,the bfg,roald dahl,1985,Puffin Books
0840777965,abaddon a novel,bob larson,1993,Thomas Nelson Inc
0840776381,dead air a novel,bob larson,1991,Thomas Nelson Inc
0486275434,alices adventures in wonderlandwith all the original illustrations by sir john tenniel dover thrift editions,lewis carroll,1993,Dover Publications
0060807792,our town a play in three acts,thornton niven wilder,1985,Harpercollins
0440314887,coming of age in mississippi,anne moody,1997,Laurel Editions
0375422188,the full cupboard of life more from the no 1 ladies detective agency,alexander mccall smith,2004,Pantheon
0670032468,love me,garrison keillor,2003,Viking Books
0449001016,object lessons ballantine readers circle,anna quindlen,1997,Ballantine Books
0140072748,run with the horsemen penguin contemporary american fiction series,ferrol sams,1984,Penguin Books
0679742581,caramelo,sandra cisneros,2003,Vintage
0671884484,mama,terry mcmillan,1994,Pocket
0812694333,the simpsons and philosophy the doh of homer,william irwin,2001,Open Court Publishing Company
055334949X,even cowgirls get the blues,tom robbins,1990,Bantam
0786888245,the underpants  a play by carl sternheim,steve martin,2002,Hyperion
1569245134,party of one the loners manifesto,anneli s rufus,2003,Marlowe & Company
006057898X,quirkyalone  a manifesto for uncompromising romantics,sasha cagen,2004,HarperSanFrancisco
0618334661,reefer madness sex drugs and cheap labor in the american black market,eric schlosser,2003,Houghton Mifflin Company
0679738568,woman hollering creek and other stories vintage contemporaries,sandra cisneros,1992,Vintage Books USA
0345412923,feel this book an essential guide to selfempowerment spiritual supremacy and sexual satisfaction,janeane garofalo,1999,Ballantine Books
0395657806,autobiography of a face,lucy grealy,1994,Houghton Mifflin Company
1560763264,the reign of istar dragonlance tales ii vol 1,margaret weis,1992,Wizards of the Coast
0553573411,royal assassin the farseer trilogy book 2,robin hobb,1997,Spectra
0380752859,for love of evil  book six of incarnations of immortality incarnations of immortality ,piers anthony,1990,Eos
2070754790,aux fruits de la passion roman,daniel pennac,1999,Gallimard
0446611247,the judgment,dw buffa,2002,Warner Vision
0553576003,tidings of great joy,sandra brown,1999,Bantam Books
0875962947,the doctors book of home remedies for dogs and cats over 1000 solutions to your pets problemsfrom top vets trainers breeders and other animal experts,matthew hoffman,1996,St Martins Pr
0399136150,the sum of all fears,tom clancy,1991,Putnam Publishing Group
3596150655,generation golf eine inspektion,florian illies,2002,Distribooks
0099743914,the magus,john fowles,1997,Vintage Books USA
0786014873,cemetery of angels,noel hynd,2002,Kensington Publishing Corporation
0380788314,einsteins bridge,john cramer,1998,Eos
0345368762,maiden voyage,tania aebi,1991,Ballantine Books
0618127003,becoming madame mao,anchee min,2001,Mariner Books
0446603805,the prophetess,barbara wood,1997,Warner Books
0575065842,death trilogy,terry pratchett,0,Trafalgar Square
0446608386,killing me softly  a novel of obsession,nicci french,2000,Warner Vision
0449211681,paragon walk,anne perry,1994,Fawcett Books
0449209997,callander square,anne perry,1990,Fawcett Books
0451408683,the case has altered a richard jury mystery richard jury mysteries ,martha grimes,1998,Onyx Books
0140018603,the razors edge,w somerset maugham,1992,Penguin USA (Paper)
1573226122,lord of the flies,william golding,1997,Riverhead Books
2207253465,de lamour et autres mensonges,lucia etxebarria,2003,DenoÃ?ÃÂ«l
8408039369,los renglones torcidos de dios,t luca de tena,2003,Planeta Pub Corp
0696217120,trading spaces behind the scenes including decorating tips and tricks,brian kramer,2003,Meredith Books
0810919397,animalia midi,graeme base,1993,Harry N Abrams
0394800796,how the grinch stole christmas,dr seuss,1957,Random House Books for Young Readers
0812522826,letters to jenny,piers anthony,1994,Tor Fantasy
0060539550,final appeal,lisa scottoline,2003,Perennial
034543448X,demolition angel,robert crais,2001,Ballantine Books
0843944021,viking,connie mason,1998,Leisure Books
1860465811,windup bird chronicle,haruki murakami,1999,Havill Pr
0451206096,the collection,bentley little,2002,Signet Book
0553408453,playing for the ashes,elizabeth george,0,Bantam Doubleday Dell
0330341421,wild horses,dick francis,1995,Macmillan Pub Ltd
0812509242,heartfire tales of alvin maker book 5,orson scott card,1999,Tor Books
0385312377,the butcher boy,patrick mccabe,1994,Dell
0399151443,high country,nevada barr,2004,Putnam Publishing Group
0743226356,anyone you want me to be  a true story of sex and death on the internet,stephen singular,2003,Scribner
0452268184,when food is love exploring the relationship between eating and intimacy,geneen roth,1993,Plume Books
1551669137,a wolf in sheeps clothing,joan johnston,2002,Mira
0553575015,nobodys darling,teresa medeiros,1998,Bantam
0373079680,undercover princess royally wed silhouette intimate moments 968,suzanne brockmann,1999,Silhouette
1551668300,16 lighthouse road,debbie macomber,2001,Mira
0515134007,the texans wager,jodi thomas,2002,Jove Books
0505525534,love bites,lynsay sands,2004,Love Spell
0671737805,gentle warrior,julie garwood,1990,Pocket
0553584189,night fires,karen harbaugh,2003,Dell
1551665956,between the lines,jayne ann krentz,2000,Mira
0312975651,our husband,stephanie bond,2000,St. Martin's Press
0060542128,when the storm breaks,heather lowell,2003,HarperTorch
0517707918,the 9 steps to financial freedom,suze orman,1997,Crown Publishing Group (NY)
0671019880,upon a midnight clear  a delightful collection of heartwarming holiday stories,jude deveraux,1998,Pocket
0099269325,friends in high places,donna leon,2001,Trafalgar Square
0312089244,working on the edge surviving in the worlds most dangerous profession  king crab fishing on alaskas high seas,spike walker,1993,St. Martin's Press
2869594402,neige,maxence fermine,1999,ArlÃ?ÃÂ©a
2707301485,en attendant godot,s beckett,1997,Distribooks Inc
2266023101,le meilleur des mondes,aldous huxley,1998,Pocket
0060935332,the master butchers singing club  a novel,louise erdrich,2004,Perennial
0061014672,three women,marge piercy,2000,HarperTorch
0312855966,irish whiskey a nuala anne mcgrail novel,andrew m greeley,1998,St Martins Pr
0061094110,running from the law,lisa scottoline,1996,HarperTorch
038080297X,avalon  the return of king arthur,stephen r lawhead,2000,HarperTorch
0553294024,westward westward wagons west the trilogy,dana f ross,1997,Bantam Books
0671735276,buffalo girls,larry mcmurtry,1991,Pocket
0804119996,miss match,leslie carroll,2002,Ivy Books
0451526554,jane eyre signet classics ,charlotte bronte,1997,Signet Book
0786889543,the job,douglas kennedy,1999,Warner Books (Mm)
0312965966,denial frank clevenger,keith ablow,1998,St. Martin's Paperbacks
1860491022,i capture the castle,dodie smith,1996,Trafalgar Square
0786000899,a room for the dead,noel hynd,1997,Pinnacle Books
0688132456,rice a novel,tong su,1995,Harpercollins
0393324141,the sisters the saga of the mitford family,mary s lovell,2003,W. W. Norton & Company
0385334702,after the fire,belva plain,2000,Delacorte Press
0751501360,heathen,shaun hutson,1993,"Acacia Press, Inc."
0450049701,dark,james herbert,0,Trafalgar Square
0385489129,my losing season alex awards awards,pat conroy,2002,Nan A. Talese
0140180788,room with a view,em forster,0,Penguin Putnam~trade
1567186904,green witchcraft folk magic fairy lore  herb craft green witchcraft,aoumiel,1996,Llewellyn Publications
0312187459,the memoirs of cleopatra a novel,margaret george,1998,St. Martin's Press
8807812576,la fata carabina,daniel pennac,1987,Universale Economica Feltrinelli
344244554X,das echo,minette walters,1999,Goldmann
0465030327,letters to a young contrarian,christopher hitchens,2001,Basic Books
3257224915,owen meany roman,john irving,1992,Diogenes Verlag
0380720817,clockers  movie tie in,richard price,1993,Avon
067977016X,rocket city a novel vintage contemporaries,cathryn alpert,1996,Vintage Books USA
0151909199,towing jehovah,james morrow,1994,Harcourt
0375750223,love invents us,amy bloom,1998,Vintage Books USA
0399147926,smoke in mirrors,jayne ann krentz,2002,Putnam Adult
0380818809,deep fathom,james rollins,2001,HarperTorch
0060512377,does she or doesnt she,alisa kwitney,2003,Avon Trade
0312867794,starlight 3 starlight,patrick nielsen hayden,2002,Tor Books
0679748148,sanctuary the corrected text,william faulkner,1993,Vintage Books USA
0671876465,mirror dance,lois mcmaster bujold,1995,Baen
068483846X,cruddy an illustrated novel,lynda barry,2000,Simon & Schuster
0684862743,george bush dark prince of love a presidential romance,lydia millet,2000,Touchstone
0671697994,brothers in arms,lois mcmaster bujold,1989,Baen
0374158517,the frequency of souls,mary kay zuravleff,1996,Farrar Straus & Giroux
0380788624,cryptonomicon,neal stephenson,2000,Perennial
0312863551,the moon is a harsh mistress,robert a heinlein,1997,Orb Books
0553565230,the perfect mistress,betina m krahn,1995,Bantam Books
0812536355,a deepness in the sky  a novel zones of thought,vernor vinge,2000,Tor Books
0671778633,bewitching,jill barnett,1993,Pocket
0380633132,we,yevgeny zamyatin,1999,Eos
0877846391,the singer,calvin miller,1976,InterVarsity Press
3499230933,adressat unbekannt,kathrine kressmann taylor,2002,Rowohlt Tb.
0316037370,the cat who came for christmas cat who hardcover,cleveland amory,1987,Little Brown & Co
0061032069,daughter of the game,tracy grant,2003,HarperTorch
0871136090,age and guile beat youth innocence and a bad haircut twentyfive years of p j orourke,pj orourke,1995,Pub Group West
0061097640,i know this much is true,wally lamb,1999,ReganBooks
044922502X,north of montana,april smith,1996,Fawcett Books
0446600547,mary mary,evan hunter,1994,Warner Books
0786889349,the lost getback boogie,james lee burke,1997,Hyperion
193168605X,the action heros handbook how to catch a great white shark perform the vulcan nerve pinch track a fugitive and dozens of other tv and movie skills,david borgenicht,2002,Quirk Books
084394952X,dark legend,christine feehan,2002,Leisure Books
0515135216,dark symphony,christine feehan,2003,Jove Books
2253034673,des cornichons au chocolat,stephanie,0,Livre De Poche French
2253150711,stupeur et tremblements,amelie nothomb,2001,Distribooks
2264009322,lecume des jours,boris vian,0,French
158234146X,sarah,jt leroy,2001,Bloomsbury Publishing (NY)
0679732268,light in august the corrected text vintage international,william faulkner,1991,Vintage Books USA
0425145301,mcnallys caper archy mcnally novels ,lawrence sanders,1995,Berkley Publishing Group
0679728899,death comes for the archbishop vintage classics,willa cather,1990,Vintage
0375756787,the rise of theodore roosevelt modern library ,edmund morris,2001,Modern Library
0679766626,last orders,graham swift,1997,Vintage Books USA
0312421435,no logo no space no choice no jobs,naomi klein,2002,Picador
155166917X,at the corner of love and heartache,curtiss ann matlock,2002,Mira
0375704299,goodnight nebraska a novel vintage contemporaries ,tom mcneal,1999,Vintage Books USA
0399140522,hanging up,delia ephron,1995,Putnam Publishing Group
0684865459,high exposure an enduring passion for everest and unforgiving places,david breashears,2000,Simon & Schuster
0380599317,soul of a new machine,tracy kidder,1982,Avon Books
0061096857,kilo class,patrick robinson,1999,HarperTorch
0425181456,mcnallys folly,vincent lardo,2001,Berkley Publishing Group
0380789949,this time love,elizabeth lowell,2003,Avon
0345440951,xmen a novelization,kristine kathryn rusch,2000,Del Rey Books
0590016555,pippi longstockings,astrid lindgren,1950,Scholastic Inc.
0590485830,i want a pony pony pals no 1,jeanne betancourt,1994,Scholastic
0452282292,cool dead people obituaries of real folks we wish wed met a little sooner,jane oboyle,2001,Plume Books
0679771468,midwives  a novel vintage contemporaries,chris bohjalian,1998,Vintage
0671666258,american star,jackie collins,1993,Simon & Schuster
0688116752,princess a true story of life behind the veil in saudi arabia,jean sasson,1992,Harpercollins
0064401480,mrs pigglewiggle,betty macdonald,1985,HarperTrophy
0385234104,fatherhood,bill cosby,1986,Bantam Dell Pub Group
0671458531,color purple,alice walker,0,Simon Schuster Trade
0140621377,the happy prince and other stories penguin popular classics,oscar wilde,1994,Penguin Books Ltd
0553214500,the age of innocence,edith wharton,1996,Bantam Books
0486278077,the picture of dorian gray dover thrift editions,oscar wilde,1993,Dover Publications
0451175751,bram stokers dracula,fred saberhagen,1992,New Amer Library (Mm)
0394556968,incubus,ann arensberg,1999,Random House Inc
0399140557,practical magic,alice hoffman,1995,Putnam Pub Group
0385304900,jewels,danielle steel,1992,Delacorte Press
038531695X,the ghost,danielle steel,1997,Dell
0671745239,mama  using the power of pleasure to have your way with the world,terry mcmillan,1991,Washington Square Press
0688084915,nothing lasts forever,sidney sheldon,1994,Harpercollins Childrens Books
0688084893,the doomsday conspiracy,sidney sheldon,1991,William Morrow & Company
0140186425,of mice and men twentiethcentury classics,john steinbeck,1994,Penguin Books
0064408647,the ersatz elevator a series of unfortunate events book 6,lemony snicket,2001,HarperCollins
0064407683,the wide window a series of unfortunate events book 3,lemony snicket,2000,HarperCollins
0671872001,disappearing acts,terry mcmillan,1993,Pocket
0141310340,skin and other stories now in speak,roald dahl,2002,Puffin Books
0140346406,the twits,roald dahl,1991,Penguin USA
0671665707,casino,nicholas pileggi,1996,Pocket
0553260669,gather together in my name,maya angelou,1985,Bantam
0312969252,nice,jen sacks,1999,St. Martin's Press
0140089179,boy tales of childhood,roald dahl,1988,Penguin Books
0349109435,last english king,julian rathbone,1998,Abacus Uk
0689801505,chimps dont wear glasses,laura numeroff joffe,1995,Simon & Schuster Children's Publishing
0670805149,lake wobegon days,garrison keillor,1985,Penguin USA
0449222489,tales from margaritaville fictional facts and factual fictions,jimmy buffett,1993,Fawcett Books
0385495439,the colony of unrequited dreams  a novel,wayne johnston,2000,Anchor
060961004X,eat cake  a novel,jeanne ray,2003,Shaye Areheart Books
0590327879,farmer boy,laura ingall wilder,0,Scholastic Inc
0061003794,sparkling cyanide,agatha christie,1992,Harper Mass Market Paperbacks (Mm)
0440204798,taming the star runner laurelleaf contemporary fiction,se hinton,1989,Laure Leaf
0689843372,gingerbread,rachel cohn,2002,Simon & Schuster Children's Publishing
0836221311,last chapter and worse,gary larson,1996,Andrews McMeel Publishing
0440802970,shiloh,phyllis reynolds naylor,1992,Bantam Doubleday Dell Publishing Group
0743477154,postmortem,patricia cornwell,2003,Pocket
0425190447,all tomorrows parties,william gibson,2003,Berkley Publishing Group
0451200101,the experiment,john darnton,2000,Signet Book
0451176723,mitigating circumstances,nancy taylor rosenberg,1993,Signet Book
019282760X,pride and prejudice worlds classics,jane austen,1990,Oxford University Press
0385334672,his bright light  the story of nick traina,danielle steel,2000,Delta
0671736833,last act  last act,christopher pike,1991,Simon Pulse
0345404742,trying to save piggy sneed,john irving,1997,Ballantine Books
0679401431,the last don,mario puzo,1996,Random House Inc
0684871270,the blue nowhere  a novel,jeffery deaver,2001,Simon & Schuster
031224262X,the unexpected guest,charles osborne,1999,St. Martin's Press
0340401486,a matter of honour,jeffrey archer,1987,Hodder & Stoughton General Division
042506784X,the hollow hercule poirot mysteries ,agatha christie,2001,Berkley Publishing Group
0425105679,cards on the table hercule poirot mysteries ,agatha christie,2001,Berkley Publishing Group
0425094537,murder at the vicarage agatha christie mysteries collection library,agatha christie,1995,Berkley Publishing Group
0192834118,the idiot oxford worlds classics,fyodor dostoyevsky,1998,Oxford University Press
0395974682,the lord of the rings one volume edition,jrr tolkien,1999,Houghton Mifflin Company
0064471195,the chronicles of narnia boxed set,cs lewis,1994,HarperCollins
1853260681,hunchback of notre dame wordsworth collection,victor hugo,1998,NTC/Contemporary Publishing Company
067978330X,anna karenina modern library classics,leo tolstoy,2000,Modern Library
0440128595,gemini contenders,robert ludlum,1977,Dell
0449243761,kane  abel,jeffrey archer,1981,Not Avail
067164159X,matter of honor,jeffrey archer,1987,Pocket
0849937051,leaking laffs between pampers and depends,barbara johnson,2000,W Publishing Group
0761104844,1000 places to see before you die,patricia schultz,2003,Workman Publishing
0449000877,naked justice,william bernhardt,1998,Fawcett Books
037570731X,the ladies man,elinor lipman,2000,Vintage Books
0590582895,best school year ever,barbara robinson,0,Scholastic Inc
0671745077,monster,christopher pike,1992,Simon Pulse
0446604402,the laws of our fathers,scott turow,1997,Warner Books
2070394727,la classe de neige,,1997,Gallimard
0449005828,bedford square charlotte  thomas pitt novels ,anne perry,2000,Ballantine Books
0689826990,hatchet,gary paulsen,1999,Simon Pulse
0671891510,qsquared star trek the next generation,peter david,1995,Star Trek
0515134139,target lock,james h cobb,2002,Jove Books
0440503744,speed cleaning,jeff campbell,1991,Dell Publishing Company
0425171396,hidden agendas tom clancys net force no 2,tom clancy,1999,Berkley Publishing Group
0345430581,a taste for death adam dalgliesh series,pd james,1999,Ballantine Books
0060175818,the first eagle,tony hillerman,1998,Harpercollins
0375401091,a certain justice adam dalgliesh mysteries hardcover,pd james,1997,Alfred A. Knopf
0395404258,the handmaids tale,margaret atwood,1986,Houghton Mifflin
0380794497,the merchant of menace jane jeffry mysteries ,jill churchill,1999,Avon
0345432193,the naked detective,laurence shames,2001,Fawcett Books
0553276999,greatest salesman in the world part ii the end of the story,og mandino,1989,Bantam Books
055327757X,the greatest salesman in the world,og mandino,1983,Bantam Books
3453056884,ayla und das tal der grossen mutter,jean auel,2002,Distribooks
359615832X,,steffi von wolff,2003,"Fischer (Tb.), Frankfurt"
3551551677,harry potter und der stein der weisen,joanne k rowling,1999,Carlsen Verlag GmbH
3551551693,harry potter und der gefangene von azkaban,jk rowling,1999,Carlsen Verlag GmbH
3551551936,harry potter und der feuerkelch,joanne k rowling,1999,Carlsen Verlag GmbH
3442422337,mondlaub,tanja kinkel,1997,Goldmann
0375705171,transsister radio vintage contemporaries ,chris bohjalian,2001,Vintage
0486404315,washington square dover thrift editions,henry james,1998,Dover Publications
0679728759,blood meridian or the evening redness in the west,cormac mccarthy,1992,Vintage Books USA
0879519355,with nails the film diaries of richard e grant,richard e grant,1999,Overlook Press
0743225139,a childs book of true crime a novel,chloe hooper,2003,Scribner
0553057936,homecoming reclaiming and championing your inner child,john bradshaw,1991,Bantam Dell Pub Group
0345340906,thats not what i meant how conversational style makes or breaks relationships,deborah tannen,1991,Ballantine Books
0345321383,bridge of birds,barry hughart,1990,Del Rey Books
038529932X,tunnel vision v i warshawski novels hardcover,sara paretsky,1994,Bantam Dell Pub Group
0375725601,the devil in the white city murder magic and madness at the fair that changed america,erik larson,2004,Vintage
2221090810,et si cetait vrai,marc levy,0,Robert Lafont French
3442352266,,kathy reichs,2000,Goldmann
0553297090,timescape,gregory benford,1996,Spectra Books
0373250266,guilty feet,kelly harte,2003,Red Dress Ink
088038901X,the halflings gem forgotten realms the icewind dale trilogy book 3,ra salvatore,1990,Wizards of the Coast
0486277828,bhagavadgita dover thrift editions,bhagavadgita,1993,Dover Publications
0486268713,lyric poems dover thrift editions,john keats,1991,Dover Publications
0140441409,meditations penguin classics,marcus aurelius,1964,Penguin Books
0140433880,middlemarch penguin classics,george eliot,1994,Penguin Books
0061057940,the rift,walter j williams,2000,Eos
2207226107,soupe aux choux,r fallet,1980,DenoÃ?ÃÂ«l
2878581520,pars vite et reviens tard,fred vargas,2001,Viviane Hamy
0553117467,all things wise and wonderful,james herriot,0,Bantam Doubleday Dell
0553347845,what do you care what other people think further adventures of a curious character,richard p feynman,1992,Bantam
0553563513,point of impact,stephen hunter,1993,Bantam Books
0330266357,ancestral vices,tom sharpe,1997,Pan Publishing
0385491042,bluebeards egg stories,margaret atwood,1998,Anchor Books/Doubleday
0679432469,straight man,richard russo,1997,Random House Inc
0679419861,the right to privacy,caroline kennedy,1995,Random House Inc
0060179457,honor among thieves,jeffrey archer,1993,Harpercollins
0684815176,reason to believe,mario cuomo,1995,Simon & Schuster
0440224047,purple cane road,james lee burke,2001,Dell Publishing Company
0684826976,undaunted courage meriwether lewis thomas jefferson and the opening of the american west,stephen ambrose,1997,Simon & Schuster
0688148638,almost adam a novel,petru popescu,1996,Harpercollins
0525945261,cold case,stephen white,1999,Dutton Books
0399140824,come to grief,dick francis,1995,Putnam Pub Group
0399143653,guilty pleasures,lawrence sanders,1998,Putnam Pub Group
052594575X,the hearing,john t lescroart,2001,Dutton Books
0486287475,richard iii dover thrift editions,william shakespeare,1995,Dover Publications
0553212621,lady chatterleys lover complete and unexpurgated 1928 orioli edition,dh lawrence,1983,Bantam
8408028480,pura vida finalista premio planeta 1998 autores espanoles e iberoamericanos,jose maria mendiluce,1999,Schoenhof Foreign Books Inc
8423979741,aranmanoth espasa narrativa,,2000,Espasa
0156029065,baudolino,umberto eco,2003,Harvest Books
8423330362,el hereje coleccion ancora y delfin,miguel delibes,1998,Schoenhof Foreign Books Inc
8433908626,el dios de las pequenas cosas,arundhati roy,1998,Anagrama
8478886508,balzac y la joven costurera china narrativa,dai sijie,2001,Salamandra
0449911543,the chosen ballantine readers circle,chaim potok,1996,Ballantine Books
0679731210,the leopard,giuseppe tomasi di lampedusa,1991,Pantheon Books
080505622X,the stargazey richard jury mystery seriesmartha grimes,martha grimes,1998,Henry Holt & Company
0451403525,blood lust portrait of a serial sex killer,gary c king,1992,Onyx Books
0805021078,real ponies dont go oink,patrick mcmanus,1992,Owl Books (NY)
0141182679,on the road penguin modern classics,jack kerouac,2000,Penguin Books Ltd
0425164349,timequake,kurt vonnegut,1998,Berkley Publishing Group
0060092149,married to the viscount,sabrina jeffries,2003,Avon
0515136204,shrink rap,robert b parker,2003,Jove Books
0758205481,unexpected,lori foster,2003,BRAVA
038081790X,born in sin a macallisters novel,kinley macgregor,2003,Avon
0061094129,legal tender,lisa scottoline,1997,HarperTorch
0373290608,hunter of my heart harlequin historical no 460,janet kendall,1999,Harlequin
006108199X,too many cooks angie amalfi mysteries,joanne pence,1994,HarperTorch
0804119600,mother of the bride,lynn michaels,2002,Ivy Books
0380731169,die for love,elizabeth peters,2002,Avon
0671568833,kill and tell,linda howard,1998,Pocket Books
0671799363,after the night,linda howard,1995,Pocket
1551669358,keeper of the bride,tess gerritsen,2002,Mira
0380789884,pearl cove donovan,elizabeth lowell,2000,Avon
0425182150,perish twice,robert b parker,2001,Berkley Publishing Group
0671739719,twin of ice,jude deveraux,1991,Pocket
0515131520,darkling i listen,katherine sutcliffe,2001,Jove Books
0380819171,head over heels,susan andersen,2002,Avon
0373196318,lionhearted  long tall texans,diana palmer,2002,Silhouette
0553104241,the rana look,sandra brown,2002,Bantam
0373790694,fire and ice legal briefs harlequin blaze no 65,tori carrington,2002,Harlequin
0373258526,wanton blaze harlequin temptation no 752,lee foster,1999,Harlequin
0802130720,100 selected poems by e e cummings,ee cummings,1959,Grove Press
0312961863,agatha raisin and the murderous marriage an agatha raisin mystery,mc beaton,1997,St. Martin's Paperbacks
3442453305,herr lehmann,sven regener,2003,Goldmann
3257233116,in sachen signora brunetti der achte fall,donna leon,2001,Diogenes Verlag
1594480001,the kite runner,khaled hosseini,2004,Riverhead Books
0515119644,the judge,steven paul martini,1996,Jove Books
0671003461,pathways star trek voyager,jeri taylor,1998,Star Trek
0385495315,the code book  the evolution of secrecy from mary to queen of scots to quantum crytography,simon singh,1999,Doubleday
0261102672,the journeys of frodo,barbara strachey,1992,HarperCollins
067972267X,a pale view of hills vintage international,kazuo ishiguro,1990,Vintage Books USA
0552999458,dead famous,ben elton,2002,"Black Swan Books, Limited"
0375414657,the piano tuner,daniel mason,2002,Alfred A. Knopf
0812589823,bone walker anasazi mystery,kathleen oneal gear,2002,Tor Books
038081403X,peter benchleys amazon the ghost tribe peter benchleys amazon no 1,rob macgregor,2000,HarperEntertainment
043965548X,harry potter and the prisoner of azkaban harry potter,jk rowling,2004,Scholastic Paperbacks
1853261122,wizard of oz wordsworth collection,lf baum,1998,Lb May & Assoc Inc
0553564684,star wars tales from the mos eisley cantina star wars random house ,kevin j anderson,1995,Bantam
0345380576,case of curiosities,allen kurzweil,1993,Ballantine Books
0688171621,naked pictures of famous people,jon stewart,1999,Perennial Currents
1551669129,golden lasso,fern michaels,2002,Mira
0688163416,cat chaser,elmore leonard,1998,Perennial (HarperCollins)
0671774670,mother of pearl oprahs book club ,melinda haynes,2000,Washington Square Press
0553089234,survival of the fittest alex delaware novels hardcover,jonathan kellerman,1997,Bantam
0679761047,snow country,yasunari kawabata,1996,Vintage Books USA
0679739793,waterland,graham swift,1992,Vintage
006019877X,playing with fire  a novel of suspense robinson peter,peter robinson,2004,William Morrow
0425193500,girl from the south,joanna trollope,2003,Berkley Publishing Group
0425104974,greenwich killing time,kinky friedman,1987,Berkley Pub Group
