ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0786014059,Body Count,burl barer,2002,Pinnacle Books
0425189880,Last Man Down: A Firefighter's Story of Survival and Escape from the World Trade Center,richard picciotto,2003,Berkley Publishing Group
0517565188,Catwatching,desmond morris,1987,Crown Publishing Group (NY)
0688111289,Fugitive Nights,joseph wambaugh,1992,Harpercollins
0684846675,A CORNER OF THE VEIL : A Novel,laurence cosse,1999,Scribner
2253006920,Histoires extraordinaires,edgar allan poe,1972,LGF
8420466034,Un tranvÃÂ­a en SP (Sprako Tranbia),unai elorriaga,2003,Alfaguara/Santillana USA
3522128001,Die unendliche Geschichte: Von A bis Z,michael ende,1979,Thienemann
0380016648,A  4: Hand of Oberon (Amber Novels (Paperback)),roger zelazny,1999,Avon
8420482536,Amantes y Enemigos: Cuentos de Parejas,rosa montero,1998,Schoenhof Foreign Books Inc
3499158124,Die Klavierspielerin. Roman.,elfriede jelinek,1997,Rowohlt Tb.
1885211066,A Woman's World,marybeth bond,1995,Traveler's Tales
3518396978,Hard-boiled Wonderland und das Ende der Welt.,haruki murakami,2000,Suhrkamp
0060907010,Innocent Erendira and Other Stories,gabriel garcia marquez,1979,Perennial
0140077871,Dreams of Sleep (Contemporary American Fiction),josephine humphreys,2000,Penguin Books
048626873X,"Renascence, and Other Poems (Dover Thrift Editions)",edna st vincent millay,1991,Dover Publications
0099163926,Killing Critics,carol oconnell,1997,Arrow
342310841X,Ignaz oder Die VerschwÃ?ÃÂ¶rung der Idioten. Roman.,john kennedy toole,1988,Dtv
0061057274,Distress,greg egan,1998,Eos
0440237440,Song from the Sea,katherine kingsley,2003,Dell Publishing Company
0060977108,The Physics of Star Trek,lawrence m krauss,1996,Perennial
0764551302,Gardening for Dummies,mike maccaskey,1999,For Dummies
9501290670,No LOGO,naomi klein,2001,"Paidc\s Argentina"""
0060011572,Animal Liberation,peter singer,2001,Ecco
0373790651,"The Ultimate Seduction (Harlequin Blaze, No 61)",janelle denison,2002,Harlequin
0380815249,The Bride Bed (Avon Romantic Treasure),linda needham,2002,Avon
0812500105,"The Blind Geometer/the New Atlantis (Tor Double Novel, No 13)",kim stanley robinson,1989,Tor Books
0440205204,A Vision of Light,judith merkle riley,1990,Dell Publishing Company
1567313051,Why You Say It,webb garrison,1999,MJF Books
2290071331,Les Hommes Viennent De Mars Les Femmes,john gray,0,Jai Lu French
2290315524,"Le Cycle d'Ender, tome 3 : XÃ?ÃÂ©nocide",card orson scott,2001,J'ai lu
2253154202,Tout le monde fait l'amour,pascale clark,2003,Le Livre De Poche
0425090825,Callahans Secret,spider robinson,1986,Penguin Putnam~mass
0671876422,Oath of Swords,david weber,1995,Baen
0874065038,Black Beauty,anna sewell,1990,Pages Publishing Group
1551669250,West Of Bliss,suzann ledbetter,2002,Mira
0373227094,"Defending The Heiress  (Heros,Inc.)",susan kearney,2003,Harlequin
0373226578,"Red Thunder Reckoning (Flesh and Blood) (Harlequin Intrigue Series, No. 657)",sylvie kurtz,2002,Harlequin
0765344572,Souls in the Great Machine,sean mcmullen,2002,Tor Books
3462023020,TrÃ?ÃÂ¤nen im Aquarium. Ein Kurzausflug ans Ende des Verstandes.,harald schmidt,1993,Kiepenheuer & Witsch
3462023845,"Zieh dich aus, du alte Hippe.",helge schneider,1994,Kiepenheuer & Witsch
3492107001,Die Entdeckung Der Langsamkeit,sten nadolny,0,Serie Piper
0140443223,The Mabinogion (Penguin Classics),jeffrey gantz,1976,Penguin Books
0061067199,"Secret Circle Vol III: The Power (The Secret Circle, Vol. 3)",lj smith,1992,Eos
3453861434,Nichts als die Wahrheit.,dieter bohlen,2002,Heyne
038071339X,The Monkey Wrench Gang,edward abbey,1992,Quill
0688160042,Dark Lord of Derkholm,diana wynne jones,1998,Greenwillow
0006176909,House of Cards,michael dobbs,1990,Fontana/Collins
0671010204,The Ramses 1: The Son of the Light (Ramses),jacq christian,1998,Simon & Schuster (Trade Division)
0451199588,Murder Can Spoil Your Appetite: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries),selma eichler,2000,New American Library
0893759961,Silas Marner (Watermill Classics),george eliot,1987,Dutton Books
0373225342,"Midnight Caller (Harlequin Intrigue, No. 534)",rebecca york,1999,Harlequin
0345345940,It Will Never Happen to Me,claudia black,1991,Ballantine Books
0345260406,Lauren Bacall By Myself,lauren bacall,1979,Ballantine Books
0373790996,"Hot Zone: Chicago Heat (Harlequin Blaze, 95)",patricia rosemoor,2003,Harlequin
0553286749,A Better Way to Live,og mandino,1991,Bantam Books
0449214923,Think and Grow Rich,napoleon hill,1990,Ballantine Books
0385468865,Obasan,joy kogawa,1994,Anchor
0553245767,The Choice,og mandino,1986,Bantam Books
0373292252,"A Rogue's Heart (Harlequin Historical, No. 625)",debra lee brown,2002,Harlequin
067100669X,Tears of Rage,john walsh,1998,Pocket
0446359904,A Gentle Giving,dorothy garlock,1993,Warner Books
0451175433,The Hand That Rocks the Cradle,robert tine,1992,New Amer Library (Mm)
0967378508,Growing Up Brady : I Was a Teenage Greg,barry williams,2000,Good Guy Entertainment
0740738402,Tomorrow : Adventures in an Uncertain World,bradley trevor greive,2003,Andrews McMeel Publishing
0345440390,Summer Moon,jill marie landis,2001,Ballantine Books
0373259883,"A Shameless Seduction  (Heat) (Harlequin Temptation, No. 888)",janelle denison,2002,Harlequin
0671799355,DREAM MAN : DREAM MAN,linda howard,1995,Pocket
0373791151,"Yours To Seduce : Women Who Dare (Harlequin Blaze, 111)",karen anders,2003,Harlequin
0373836015,Fallen Angels (Harlequin Single Title),lori foster,2004,Harlequin
0373790449,"Bound To Happen (WWW.Girl-Gear) (Blaze, 40)",alison kent,2002,Harlequin
0373790988,"Slippery When Wet: Under the Covers (Harlequin Blaze, 94)",kristin hardy,2003,Harlequin
0373790902,"As Bad as Can Be: Under the Covers (Harlequin Blaze, No 86)",kristin hardy,2003,Harlequin
0373790457,"Seduced By The Enemy (Blaze, 41)",jamie denton,2002,Harlequin
0373691475,"Pure Indulgence   Heat (Harlequin Temptation, 947)",janelle denison,2003,Harlequin
0373289936,"His Secret Duchess (Harlequin Historical Romances, No 393)",jim wilson,1997,Harlequin
0373790058,"Notorious (Blaze, 1)",vicki thompson,2001,Harlequin
0373765592,"Remembering One Wild Night (Silhouette Desire, 1559)",kathie denosky,2004,Silhouette
0373691327,Engaging Alex  (Single in the City),kristin gabriel,2003,Harlequin
037379066X,"Naturally Naughty: Bare Essentials (Harlequin Blaze, No 62)",leslie kelly,2002,Harlequin
0312205481,A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover)),dana stabenow,2002,St. Martin's Minotaur
9681500954,Lobo estepario,hermann hesse,1998,"Editorial Diana, S.A."
0590324217,One Hundred One Fast Funny Food Jokes,phil hirsch,1984,Scholastic Paperbacks (Mm)
8817106119,Castelli Di Rabbia,alessandro baricco,2003,Distribooks Int'l+inc
0375501916,Faith of My Fathers,john mccain,1999,Random House
0440227720,What Janie Found,caroline b cooney,2002,Laurel-Leaf Books
1887178740,Afterwards,gina berriault,1998,Counterpoint Press
068812156X,A Father's Story,lionel dahmer,1994,Harpercollins
0394856392,The Berenstain Bears and the Messy Room (A First Time Book),stan berenstain,1983,Random House Children's Books
0671697862,"Divided Allegiance (The Deed of Paksenarrion, Book 2)",elizabeth moon,1988,Baen
0688142877,Say You Love Me,johanna lindsey,1996,Harpercollins
0312961235,Wild Mountain Thyme,rosamunde pilcher,1996,St. Martin's Press
0553801163,Sacred Sins,nora roberts,2000,Bantam Dell Pub Group
0451207386,Brainwaves,leonard goldberg,2002,Signet Book
0671617044,BURGLAR IN CLOSET,lawrence block,1986,Pocket
0871564300,Material World: A Global Family Portrait,peter menzel,1995,Sierra Club Books
0679735798,Sexual Personae: Art and Decadence from Nefertiti to Emily Dickinson,camille paglia,1991,Vintage Books USA
084870701X,Christmas Cookies,katherine m eakin,1986,Little Brown & Co
0449147606,Mrs. Pollifax and the Whirling Dervish,dorothy gilman,1991,Fawcett Books
0836213076,Its Obvious You Wont Survive By Your Wit,scott adams,1995,Andrews Mcmeel
0375503803,Sailing Alone Around the Room: New and Selected Poems,billy collins,2001,Random House
0060931388,First They Killed My Father : A Daughter of Cambodia Remembers,loung ung,2001,Perennial
0486287440,Tales of Terror and Detection (Dover Thrift Editions),edgar allan poe,1995,Dover Publications
1571458506,Uncle John's Bathroom Reader Plunges into the Universe (Bathroom Reader Series),bathroom readers hysterical society,2002,Portable Publishing
0440043182,Illusions: The adventures of a reluctant Messiah,richard bach,1977,Delacorte Press
0843944579,Love Me Tender,sandra hill,1998,Leisure Books
0446531391,The Breathtaker (Today Show Book Club #19),alice blanchard,2003,Warner Books
1887368256,Are You Loathsome Tonight?: A Collection of Short Stories,poppy z brite,2000,Gauntlet Press
0440228441,I Know What You Did Last Summer,lois duncan,1999,Laurel-Leaf Books
0843942819,Savage Tears (Savage),cassie edwards,1997,Leisure Books
0894800825,Dancing Cats and Neglected Murderesses,edward st john gorey,1980,Workman Pub Co
0843947357,Savage Devotion (Savage),cassie edwards,2000,Leisure Books
0804118914,Monstrum,donald james,1999,Ivy Books
0886775515,His Conquering Sword (His Conquering Sword),kate elliott,1994,Daw Books
1560768401,"Night of the Eye (Dragonlance Defenders of Magic, Vol. 1)",mary kirchoff,1994,Wizards of the Coast
1565048024,Clan Novel: Tzimisce,eric griffin,1999,White Wolf Games Studio
1565048199,Clan Novel: Malkavian,stewart wieck,2000,White Wolf Games Studio
051754489X,The Valley of Horses (Earth's Children),jean m auel,1982,Crown Publishers
0380732831,Fallout,james huston,2002,Avon
0771099916,Barometer Rising (New Canadian Library),hugh maclennan,1989,New Canadian Library
014130894X,Aussie Nibble: First Friend,christobel mattingley,0,Penguin Books Australia Ltd
0380798913,Deadfall: : An Alaska Mystery (Alaska Mysteries (Paperback)),sue henry,1999,Avon
0440218772,Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,academy of american poets,1995,Laurel
0440204232,American Short Story Masterpieces,raymond carver,1989,Laurel
0142003069,Quietus: A Novel,vivian schilling,2003,Penguin Books
0689846673,Dovey Coe (Aladdin Fiction),frances oroark dowell,2001,Aladdin
1551665352,Remember Me,sharon sala,1999,Mira
0671606867,MY SWEET AUDRINA,vc andrews,1985,Pocket
0380805596,Where River Turns to Sky,gregg kleiner,1999,Perennial
0765340771,The Butlerian Jihad (Dune Series),brian herbert,2003,Tor Books
0812550234,Primary Inversion (The Saga of the Skolian Empire),catherine asaro,1996,Tor Books
0385512147,Bringing Elizabeth Home : A Journey of Faith and Hope,ed smart,2003,Doubleday
0452284554,Riding the Bus With My Sister: A True Life Journey,rachel simon,2003,Plume Books
0140072659,Small World,david lodge,1985,Penguin Putnam~mass
0345418913,The Hitchhiker's Guide to the Galaxy,douglas adams,1997,Ballantine Books
2253152072,L'Empire des Anges,b werber,2001,LGF
0440901839,The Arm of the Starfish (Laurel-Leaf Books),madeleine lengle,1980,Laure Leaf
0192834134,To the Lighthouse,virginia woolf,0,Oxford Univ Press
2070360105,"Chute (Folio, No 10)",albert camus,1956,Bantam Books
0380730081,The Bannerman Solution (Bannerman Novels),john r maxim,1999,Avon
2070513289,Le Petit Prince (The Little Prince) in French,antoine de saintexupery,1997,Schoenhof Foreign Books Inc
0786013109,Eternity,tamara thorne,2001,Kensington Publishing Corporation
0586065032,Loneliness of the Long Distance Runner,alan sillitoe,0,Hunter Publishing+inc
0140437509,Three Men in a Boat and Three Men on the Bummel,jerome k jerome,2000,Penguin Books
0684848465,Cold Hit (Alexandra Cooper Mysteries (Hardcover)),linda fairstein,1999,Scribner
0312317751,An Egg on Three Sticks,jackie fischer,2004,St. Martin's Griffin
3922028020,Trotz alledem: Verschenktexte,kristiane allertwybranietz,1980,Amp-Verlag
0752809431,A Good Hanging (Inspector John Rebus Series),ian rankin,1998,Orion Publishing Group
0380819384,The Way You Look Tonight (Avon Romance),mackenzie taylor,2003,Avon
0373709366,Born in a Small Town (Harlequin SuperRomance 936),debbie macomber,2000,Harlequin
0785270493,Seven from Heaven: The Miracle of the McCaughey Septuplets,kenny mccaughey,1998,Thomas Nelson Publishers
0399142487,McNally's Gamble,lawrence sanders,1997,Putnam Publishing Group
0393310752,The Fact of a Doorframe: Poems Selected and New 1950-1984,adrienne rich,1994,W W Norton & Co
0786014164,Crimson Kiss,trisha baker,2001,Kensington Publishing Corporation
0765301075,The Forge of God,greg bear,2001,Tor Books
0671746936,FIRST WIVES CLUB,olivia goldsmith,1992,Simon & Schuster
038097391X,Comic Relief,todd gold,1996,Avon Books
0060008725,Tishomingo Blues: A Novel,elmore leonard,2002,William Morrow & Company
0553094416,The Scorpio Illusion,robert ludlum,1993,Bantam Dell Pub Group
0743249925,The Bookman's Promise : A Cliff Janeway Novel (Cliff Janeway Novels (Hardcover)),john dunning,2004,Scribner
0140620621,Moby Dick (Penguin Popular Classics),herman melville,1994,Penguin Books Ltd
3423127112,Das Leben ist kurz. Vita brevis.,jostein gaarder,1999,Dtv
3455026508,"84, Charing Cross Road. Eine Freundschaft in Briefen.",helene hanff,2002,Hoffmann & Campe
0575072563,Debt of Bones,terry goodkind,2001,Gollancz
0394548108,STRY SHIPWRCKED SAILOR,gabriel garcia marquez,1986,Knopf
344235272X,Der Ruf der Trommel.,diana gabaldon,2000,Blanvalet
087113652X,Indian Killer,sherman alexie,1996,Pub Group West
0684867982,Wild Life : A Novel,molly gloss,2000,Simon & Schuster
042518546X,Open Season (Joe Pickett Novel),cj box,2002,Berkley Publishing Group
0192834622,The Tenant of Wildfell Hall (Oxford World's Classics),anne bronte,1998,Oxford University Press
1894869613,Notes on the Windowsill,jennifer lb leese,2002,Zumaya Publications
0553282700,The Further Adventures of Batman,martin h greenberg,1989,Bantam Books
0060006641,"On Writing Well, 25th Anniversary : The Classic Guide to Writing Nonfiction (On Writing Well)",william zinsser,2001,HarperResource
0060188952,Bread Alone,judith ryan hendricks,2001,William Morrow & Company
1582614687,"America's Heroes: Inspiring Stories of Courage, Sacrifice and Patriotism",joseph j jr bannon,2001,Sports Publishing
0380974991,Rattlesnake Crossing: A Joanna Brady Mystery,ja jance,1998,William Morrow
0679781498,Less Than Zero,bret easton ellis,1998,Vintage
0312857691,The Path of Daggers : Book Eight of 'The Wheel of Time' (Wheel of Time),robert jordan,1998,Tor Books
0767915747,Holy Cow : An Indian Adventure,sarah macdonald,2004,Broadway
0060176660,Dirt: A Novel,stuart woods,1996,Harpercollins
1576739279,Danger in the Shadows,dee henderson,2002,Multnomah
0375400516,News of a Kidnapping,gabriel garcia marquez,1997,Knopf
0385323832,Cuba Libre,elmore leonard,1998,Bantam Dell Pub Group
0399148612,Without Fail (Jack Reacher Novels (Hardcover)),lee child,2002,G. P. Putnam's Sons
0943151163,Johnny The Homicidal Maniac : Director's Cut,jhonen vasquez,1999,SLG Publishing
0893753475,The War of the Worlds (A Watermill Classic),hg wells,1993,Troll Communications
0345277848,Camber the Heretic Legends of Camber #3 (Legends of Camber of Culdi),katherine kurtz,1981,Ballantine Books
0525943749,Son of Rosemary: The Sequel to Rosemary's Baby,ira levin,1997,Penguin USA
0399130276,"Chapterhouse Dune (Dune Chronicles, Book 6)",frank herbert,1985,Smithmark Pub
0425043797,Dune Messiah,frank herbert,1980,Berkley Publishing Group
0373242026,"Winning Hand (Silhouette Special Edition , No 1202)",nora roberts,1998,Silhouette
0553096044,"Murder, She Meowed (Mrs. Murphy Mysteries (Hardcover))",rita mae brown,1996,Bantam
0871236060,Where Does a Mother Go to Resign?,barbara e johnson,1994,Bethany House Publishers
0425188175,Up a Road Slowly,irene hunt,2003,Berkley Publishing Group
0679741879,My Antonia (Vintage Classics),willa cather,1994,Vintage Books USA
0020700105,SPOON RIVER ANTHOLOGY,edgar lee masters,1962,Touchstone
0525944192,A Cat on Stage Left: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Hardcover)),lydia adamson,1998,Penguin USA
0553211919,Jude the Obscure,thomas hardy,1985,Bantam
0786808284,Crispin : The Cross of Lead (Newbery Medal Book),avi,2002,Hyperion Books for Children
0140384510,"Roll of Thunder, Hear My Cry",mildred d taylor,1997,Speak
0345362489,Diamond Mask (Galactic Milieu Trilogy),julian may,1995,Del Rey Books
0812543904,Breakthrough,rj pineiro,1999,Tor Books
067153615X,Buffalo Girls,larry mcmurtry,1995,Pocket
0064404188,Scary Stories 3 : More Tales to Chill Your Bones (Scary Stories),alvin schwartz,1991,HarperTrophy
0553212443,A Christmas Carol (Bantam Classic),charles dickens,1986,Bantam
0385334141,Mother Night,kurt vonnegut,1999,Delta
0312971435,The Cold Truth,jonathan stone,2000,St. Martin's Paperbacks
0340768096,Lucy Talk,fiona walker,2001,Flame
0804109540,The Axeman's Jazz : A Skip Langdon Novel (Skip Langdon Novels (Paperback)),julie smith,1992,Fawcett
034537391X,To Love Again,bertrice small,1993,Ballantine Books
0449234525,Love:,buscaglia f,1987,Fawcett Books
0449902854,"1,911 Best Things Anybody Ever Said",robert byrne,1988,Ballantine Books
0451452062,Bazil Broketail,christopher rowley,1992,Roc
0590484060,Dreadful Sorry (Point Signature),kathryn reiss,1996,Scholastic
0142437255,On the Road (Penguin Classics),jack kerouac,2003,Penguin Books
0812510011,N-Space,larry niven,1991,Tor Science Fiction
078686317X,Flashpoint (Carlotta Carlyle Mysteries (Hardcover)),linda barnes,1999,Hyperion
038509423X,Selected Poems and Letters of Emily Dickinson,emily dickinson,1959,Anchor
2070385132,Fanfan,jardin,1994,Distribooks Inc
0671792814,Streets of Laredo,larry mcmurtry,1993,Simon & Schuster
0671642677,Some Can Whistle,larry mcmurtry,1989,Simon & Schuster
0892965681,Up Jumps the Devil (Deborah Knott Mysteries (Hardcover)),margaret maron,1996,Warner Books Inc
0892964456,Bootlegger's Daughter,margaret maron,1992,Mysterious Press
0140366733,The Adventures of Tom Sawyer (Puffin Classics),mark twain,1995,Puffin Books
0439101352,Pride and Prejudice (Scholastic Classics),jane austen,2000,Scholastic
0152045562,"Beware, Princess Elizabeth: A Young Royals Book",carolyn meyer,2002,Gulliver Books Paperbacks
0802136834,Six Wives of Henry VIII,alison weir,2000,Grove Press
0345460707,Private Eyes,jonathan kellerman,2003,Ballantine Books
0618249060,Silent Spring,rachel carson,2002,Mariner Books
0446608645,Black Evening : Tales of Dark Suspense,david morrell,2000,Warner Books
2266047442,Le Silence des agneaux,thomas harris,1992,Pocket
0895773619,Lost horizon (The World's best reading),james hilton,1990,Reader's Digest Association
088730687X,Reengineering the Corporation: A Manifesto for Business Revolution,michael hammer,1994,HarperBusiness
0446525235,Free Agent Nation: How America's New Independent Workers Are Transforming the Way We Live,daniel h pink,2001,Warner Books
0785266917,"The Road To Forgiveness: Hearts Shattered by Tragedy, Transformed by Love",bill griffiths,2001,Nelson Books
0140622446,Paradise Lost (Penguin Popular Classics),john milton,1996,Penguin Books Ltd
0330349678,With Nails the Film Diaries of Richard E,richard e grant,0,Pan Books Ltd
0099274531,World and Other Places,jeanette winterson,0,Trafalgar Square
0441011632,Nightingale's Lament: A Novel of the Nightside,simon r green,2004,Ace Books
0441011136,Agents of Light and Darkness: A Novel of the Nightside,simon r green,2003,Ace Books
8495501252,Entrevista con el vampiro,anne rice,2000,Santillana USA Publishing Company
0449910555,The Presence,john saul,1997,Ballantine Books
359625180X,Mirjam,luise rinser,1983,"Fischer (Tb.), Frankfurt"
3257062354,Veronika beschlieÃ?Ã?t zu sterben.,paulo coelho,2000,"Diogenes Verlag, ZÃ?ÃÂ¼rich"
325721846X,Die Taube,patrick suskind,0,Distribooks Int'l+inc
0749919698,The Book of Shadows: A Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,phyllis curott,1999,Judy Piatkus Publishers Ltd
0142003557,The Science of Harry Potter: How Magic Really Works,roger highfield,2003,Penguin Books
1561840033,Cosmic Trigger I : Final Secret of the Illuminati,robert a wilson,1991,New Falcon Publications
0575600306,The Discworld Companion,stephen briggs,1997,Books Britain
0571105580,The Illustrated Old Possum's Book of Practical Cats,ts eliot,1974,Faber and Faber Ltd
0553267175,"The Goldcamp Vampire, or the Sanguinary Sourdough",elizabeth ann scarborough,1987,Spectra Books
1578631351,The Wicca Handbook,eileen holland,2000,Weiser Books
0738701262,"Llewellyn's 2004 Magical Almanac (Llewellyns Magical Almanac, 2004)",sam llewellyn,2003,Llewellyn Publications
1567189504,Llewellyn's 2000 Magical Almanac (Serial),cynthia ahlquist,1999,Llewellyn Pubns
0380751925,The Necronomicon,simon,1980,Avon
0451526775,The Tragedy of Macbeth: With New and Updated Critical Essays and a Revised Bibliography (The Signet Classic Shakespeare),william shakespeare,1998,Signet Book
0801060044,Genesis Record: A Scientific and Devotional Commentary on the Book of Beginnings,henry m morris,1981,Baker Books
1885171277,Breasts: Our Most Public Private Parts,meema spadola,1998,Council Oak Distribution
3404138031,Die Erben des Rings. Fantastische Geschichten. J.R.R. Tolkien zu Ehren.,martin harry greenberg,1996,LÃ?ÃÂ¼bbe
0060562773,A Girl's Best Friend,elizabeth young,2003,Avon Trade
0887306942,"Clicking: 16 Trends to Future Fit Your Life, Your Work, and Your Business",faith popcorn,1996,Harpercollins
0440224640,Now or Never,elizabeth adler,1997,Dell Publishing Company
0679748210,Bailey's Cafe (Vintage Contemporaries),gloria naylor,1993,Vintage Books USA
0684843323,The Complete Short Stories Of Ernest Hemingway : The Finca Vigia Edition,ernest hemingway,1998,Scribner
0373802048,In Camelot's Shadow,sarah zettel,2004,Luna
0451457951,Transformation,carol berg,2000,New American Library
0312420234,Hooking Up,tom wolfe,2001,Picador
0140115862,Great Housewives of Art,sally swain,1989,Penguin USA
0552122726,Dame Ednas Bedside Companion,dame edna,0,Bantam Doubleday Dell
042512214X,Sisters in Crime 3 (Sisters in Crime),marilyn wallace,1990,Berkley Publishing Group
0452270707,A Fatal Inversion (Plume Fiction),ruth rendell,1993,Penguin USA
0312974477,Pisces Rising (An Elizabeth Chase Mystery),martha c lawrence,2001,St. Martin's Paperbacks
0671600419,The Teachings of Don Juan: A Yaqui Way of Knowledge,carlos castaneda,1985,Washington Square Press
0671001175,Assignment : Eternity (Star Trek: The Original Series),greg cox,1998,Star Trek
0671876236,IF I PAY THEE NOT IN GOLD,piers anthony,1994,Baen
0345416627,Polgara the Sorceress,david eddings,1997,Ballantine Books
0345373243,Belgarath the Sorcerer,david eddings,1995,Ballantine Books
0871138743,Triangle: The Fire That Changed America,david von drehle,2003,Atlantic Monthly Press
0553106686,Into the Forest,jean hegland,1997,Bantam
0060188650,"Son of a Grifter: The Twisted Tale of Sante and Kenny Kimes, the Most Notorious Con Artists in America: A Memoir by the Other Son",kent walker,2001,William Morrow & Company
0375758704,Five-Finger Discount: A Crooked Family History,helene stapinski,2002,Random House Trade
0061093580,Heat,stuart woods,1995,HarperTorch
0316921173,Infinite Jest: A Novel,david foster wallace,1997,Back Bay Books
0684824396,The BIBLE ACCORDING TO MARK TWAIN,joseph b mccullough,1996,Touchstone
0380810220,The Sugar House: A Tess Monaghan Mystery,laura lippman,2001,Avon
1558533532,"Life's Little Instruction Book (Life's Little Instruction Book , Vol 3)",h jackson brown,1995,Thomas Nelson Inc
1584855215,Neela: Victory Song (Girls of Many Lands),chitra banerjee divakaruni,2002,Pleasant Company Publications
0140187413,Travels with Charley in Search of America (Penguin Twentieth-Century Classics),john steinbeck,1997,Penguin Books
3548224911,Per Anhalter Durch Die Galaxis,adams,0,"Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH"
0684825864,MEN WITHOUT WOMEN,ernest hemingway,1997,Scribner
0380785218,Snow Place to Die : A Bed-and-Breakfast Mystery (Bed-And-Breakfast Mysteries (Paperback)),mary daheim,1998,Avon
0393057658,Moneyball: The Art of Winning an Unfair Game,michael lewis,2003,W.W. Norton & Company
0609604074,Trans-Sister Radio,chris a bohjalian,2000,Harmony Books
074346446X,Shout Down the Moon,lisa tucker,2004,Downtown Press
1569472424,Death of a Red Heroine,qiu xiaolong,2001,Soho Press
0140238719,Drawing Blood Uk,poppy z brite,0,Penguin Books
0451523008,Hard Times (R),charles dickens,1961,Signet Book
0375702105,T. Rex and the Crater of Doom,walter alvarez,1998,Vintage Books USA
0451407636,Mockery of Justice: True Story of Sheppard Murder Case,cynthia l cooper,1997,Onyx Books
3442350247,Die geliehene Zeit.,diana gabaldon,1998,Goldmann
0812532538,Enders Game,orson scott card,1986,Tor Books
0930289528,V for Vendetta,alan moore,1995,DC Comics
0671017098,DARIA DIARIES,anne bernstein,1998,MTV
3404123689,Das Blut der KÃ?ÃÂ¶nige. Roman.,peter berling,1995,LÃ?ÃÂ¼bbe
0375718850,Ash Wednesday: A Novel (Vintage Contemporaries (Paperback)),ethan hawke,2003,Vintage Books USA
2070369595,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),michel tournier,2000,Distribooks Int'l+inc
1580050719,The Big Rumpus: A Mother's Tale from the Trenches,ayun halliday,2002,Seal Press (WA)
0553267701,The Herb Book,john b lust,1983,Bantam Books
8484507076,Por Los Pelos,marian keyes,2001,Debols!llo
0385483295,Friends: The Official Companion,david wild,1995,Main Street Books
0446605387,Nocturne (87th Precinct Mysteries (Paperback)),ed mcbain,1998,Warner Books
1400031192,The Getaway Man (Vintage Crime/Black Lizard),andrew vachss,2003,Vintage Books USA
0451167082,The Stephen King Quiz Book,stephen spignesi,1990,Signet Book
0684824647,At Large: the Strange Case of the World's Biggest Internet Invasion,charles c mann,1997,Simon & Schuster
0441011020,Chindi,jack mcdevitt,2003,Ace Books
0671042386,"Requiem (Star Trek New Frontier: Excalibur, Book 1)",peter david,2000,Star Trek
067104334X,Who Moved My Cheese : An Amazing Way to Deal With Change in Your Work and In Your Life,spencer johnson,1998,Sound Ideas
0684859033,Charles Kuralts American Moments,charles kuralt,1998,Simon & Schuster
1843532751,The Rough Guide to the Lord of the Rings (Rough Guides Reference Titles),paul simpson,2003,Rough Guides Limited
0441805914,Thieves' World (Thieves' World),robert lynn asprin,1990,Ace Books
0892967811,Cyanide Wells,marcia muller,2003,Mysterious Press
0312961278,The Empty House,rosamunde pilcher,1996,St. Martin's Press
0425044440,Mommie Dearest : Joan Crawford,christina crawford,1979,Penguin Putnam~mass
0895773783,New Complete Do-It-Yourself Manual,readers digest,1996,Readers Digest
055356532X,Mortal Memory,thomas h cook,1994,Bantam Books
0452275024,Louisiana Power & Light,john dufresne,1995,Plume Books
0060184973,Elizabeth: The Struggle for the Throne,david starkey,2000,HarperCollins Publishers
1903402042,Brooklyn Beckham: The Secret Diary,ac parfitt,2001,Trafalgar Square
0425182215,Certifiably Insane,arthur w bahr,2001,Berkley Publishing Group
0446606421,"Sewer, Gas & Electric : THE PUBLIC WORKS TRILOGY (Public Works Trilogy)",matt ruff,1998,Aspect
0743230655,You May Not Tie an Alligator to a Fire Hydrant : 101 Real Dumb Laws,jeff koon,2002,Free Press
0425070190,Seduction of Peter S,lawrence sanders,1984,Penguin Putnam~mass
0380792672,A Face Turned Backward,lauren haney,1999,Avon
0786885777,Who Wants to Be a Millionaire,hyperion,2000,Hyperion
0385335989,Drums of Autumn,diana gabaldon,2001,Delta
0812575350,The Stainless Steel Rat Joins The Circus (Stainless Steel Rat),harry harrison,2000,Tor Science Fiction
1593070527,Trigun: Deep Space Planet Future Gun Action (Trigun),yasuhiro nightow,2003,Dark Horse Comics
0786902620,"Time of the Twins (Dragonlance Legends, Vol. 1)",margaret weis,1995,TSR
0786918055,"War of the Twins (Dragonlance Legends, Vol. 2)",margaret weis,2001,Wizards of the Coast
0786929804,"The Thousand Orcs (Forgotten Realms: The Hunter's Blades Trilogy, Book 1)",ra salvatore,2003,Wizards of the Coast
0376038519,Western Garden Book,sunset editors,1995,Sunset Books Inc
